,0
257,0.9657249051251376
258,0.9672463186606104
259,0.9687478995960277
260,0.9702296838170783
261,0.9716917126453297
262,0.973134032747662
263,0.9745566960437188
264,0.9759597596114705
265,0.9773432855909863
266,0.97870734108651
267,0.9800519980669394
268,0.9813773332648007
269,0.9826834280738195
270,0.9839703684451823
271,0.9852382447825849
272,0.9864871518361646
273,0.9877171885954099
274,0.9889284581811463
275,0.9901210677366874
276,0.9912951283182507
277,0.9924507547847266
278,0.9935880656868952
279,0.9947071831561813
280,0.9958082327930384
281,0.9968913435550494
282,0.9979566476448329
283,0.999004280397843
284,1.0000343801701446
285,1.0010470882262519
286,1.0020425486271096
287,1.0030209081183001
288,1.0039823160185544
289,1.004926924108646
290,1.0058548865207422
291,1.0067663596282892
292,1.0076615019365018
293,1.0085404739735306
294,1.0094034381823724
295,1.010250558813595
296,1.0110820018189377
297,1.011897934745853
298,1.0126985266330506
299,1.0134839479071
300,1.0142543702801547
301,1.0150099666488444
302,1.0157509109943967
303,1.0164773782840344
304,1.0171895443736971
305,1.0178875859121355
306,1.0185716802464206
307,1.0192420053289144
308,1.0198987396257353
309,1.0205420620267631
310,1.0211721517572152
